Contig,Entry
comp5701_c0_seq1,Q99PG0
comp5705_c0_seq1,Q45826
comp5710_c0_seq2,Q04619
comp5723_c0_seq1,P40761
comp5747_c0_seq2,Q49YC7
comp5763_c0_seq1,B2AE04
comp5777_c0_seq1,P97366
comp5785_c0_seq1,Q8NQ52
comp5795_c0_seq1,P93099
comp5822_c0_seq1,Q2KHT3
comp5825_c0_seq1,Q54I92
comp5849_c0_seq1,P20060
comp5896_c0_seq1,Q11068
comp5972_c0_seq1,Q54JQ2
comp6019_c0_seq1,A0A096P8D3
comp6054_c0_seq1,W8JDE0
comp6055_c0_seq1,O48557
comp6058_c0_seq1,A0PGB3
comp6199_c0_seq1,P0CN26
comp6301_c0_seq1,O16098
comp6322_c0_seq1,Q24331
comp6350_c0_seq1,A5FMP6
comp6364_c0_seq1,Q40297
comp6391_c0_seq1,Q84KJ5
comp6431_c0_seq1,P22513
comp6451_c0_seq1,O86509
comp6465_c0_seq1,Q09JZ4
comp6466_c0_seq1,P72958
comp6475_c0_seq1,P28288
comp6476_c0_seq1,Q67UX7
comp6483_c0_seq1,O65426
comp6485_c0_seq1,Q92835
comp6489_c0_seq2,Q4UMH6
comp6494_c0_seq1,Q5JEZ2
comp6496_c0_seq1,J9VT48
comp6506_c0_seq1,P69341
comp6509_c0_seq1,Q09764
comp6513_c0_seq1,B2VFC7
comp6517_c0_seq1,O88457
comp6518_c0_seq2,Q968X7
comp6520_c0_seq1,Q9UI40
comp6524_c0_seq1,Q796P5
comp6525_c0_seq1,Q3ARM4
comp6527_c0_seq1,P49961
comp6529_c0_seq1,P9WLZ3
comp6537_c0_seq1,Q9UKB1
comp6538_c0_seq1,P53273
comp6542_c0_seq1,Q10058
comp6559_c0_seq1,Q5AXW5
comp6560_c0_seq2,Q84WW3
comp6564_c0_seq1,Q8BTN6
comp6574_c0_seq1,P23921
comp6580_c0_seq1,Q86ZF1
comp6581_c0_seq1,Q8IV04
comp6593_c0_seq1,Q5R833
comp6598_c0_seq1,F4ZGF2
comp6603_c0_seq1,P27884
comp6610_c0_seq2,Q9UGK8
comp6613_c0_seq1,Q8GWU0
comp6617_c0_seq1,Q63615
comp6618_c0_seq1,Q4WRQ4
comp6623_c0_seq1,A0BD92
comp6630_c0_seq1,Q86V85
comp6635_c0_seq1,Q3UIR3
comp6637_c0_seq1,Q86A83
comp6638_c0_seq1,Q8GWQ6
comp6653_c0_seq1,Q6NTR1
comp6657_c0_seq1,P02598
comp6667_c0_seq1,Q1LUM3
comp6688_c0_seq1,Q4PEN0
comp6692_c0_seq1,Q1QEC2
comp6697_c0_seq1,Q2JQ57
comp6698_c0_seq1,Q14692
comp6703_c0_seq1,P34678
comp6709_c0_seq1,Q9P7G4
comp6711_c0_seq1,Q9JL18
comp6713_c0_seq1,Q50568
comp6715_c0_seq1,A0A168WVR6
comp6716_c0_seq2,Q9ZVN2
comp6719_c0_seq1,P12368
comp6720_c0_seq1,Q5EAR5
comp6730_c0_seq1,Q10074
comp6741_c0_seq1,Q09296
comp6742_c0_seq1,Q07352
comp6746_c0_seq1,Q54T76
comp6748_c0_seq1,Q8S340
comp6750_c0_seq1,B1AVH7
comp6755_c0_seq1,Q09YM8
comp6759_c0_seq1,Q94AC1
comp6764_c0_seq1,A0A5K1K8H0
comp6767_c0_seq1,C4Y9D5
comp6771_c0_seq1,Q9JI39
comp6773_c0_seq1,O74431
comp6782_c0_seq1,A4W870
comp6783_c0_seq1,Q559K0
comp6792_c0_seq1,Q9D753
comp6795_c0_seq2,P26991
comp6803_c0_seq1,Q2F5J3
comp6806_c0_seq1,A0A5K1K8H0
comp6808_c0_seq1,Q6GLM5
comp6811_c0_seq1,Q9FIK8
comp6819_c0_seq1,Q54MZ4
comp6825_c0_seq1,Q28H54
comp6827_c0_seq1,Q38931
comp6829_c0_seq1,Q8C8R3
comp6831_c0_seq2,Q9CA40
comp6839_c0_seq1,Q9P1Y6
comp6852_c0_seq1,Q8LB33
comp6854_c0_seq2,Q9NRN7
comp6859_c0_seq1,Q8BHB0
comp6860_c0_seq1,Q59605
comp6877_c0_seq1,Q45247
comp6879_c0_seq1,Q8L7C9
comp6882_c0_seq1,O02833
comp6884_c0_seq1,Q9D706
comp6894_c0_seq1,Q5PNZ1
comp6899_c0_seq1,Q55793
comp6900_c0_seq1,Q9NQT8
comp6901_c0_seq1,Q9C942
comp6919_c0_seq1,A5PKG6
comp6922_c0_seq1,Q7D745
comp6924_c0_seq1,Q2KHZ9
comp6926_c0_seq1,Q02357
comp6932_c0_seq1,C0SPB2
comp6938_c0_seq1,Q6IVV8
comp6941_c0_seq1,Q9Y2H6
comp6942_c0_seq1,Q86ZN7
comp6943_c0_seq1,Q5FWI3
comp6945_c0_seq1,P0CQ76
comp6948_c0_seq1,B4GUZ2
comp6950_c0_seq1,Q91WN1
comp6953_c0_seq1,P54644
comp6954_c0_seq1,B2ZXD5
comp6961_c0_seq1,Q8VXQ2
comp6964_c0_seq1,Q54271
comp6973_c0_seq1,Q1RMR4
comp6975_c0_seq1,Q3TCX3
comp6976_c0_seq2,C5H5C4
comp6979_c0_seq1,Q9JSZ0
comp6981_c0_seq1,Q7XPJ0
comp6983_c0_seq1,P22543
comp6990_c0_seq1,Q9LTD8
comp6994_c0_seq1,O61374
comp6995_c0_seq1,P22897
comp7001_c0_seq1,A8J6J0
comp7010_c0_seq1,O94480
comp7024_c0_seq1,O75179
comp7026_c0_seq1,Q0CYP4
comp7028_c0_seq1,Q6Q4H1
comp7033_c0_seq1,Q9NGQ2
comp7034_c0_seq1,Q03603
comp7036_c0_seq1,Q6BI69
comp7045_c0_seq1,Q5B0W8
comp7048_c0_seq1,Q9SY14
comp7055_c0_seq1,P38545
comp7062_c0_seq1,P73121
comp7068_c0_seq1,Q9J4Z4
comp7073_c0_seq1,Q8BQQ1
comp7085_c0_seq1,P58100
comp7088_c0_seq1,Q56A24
comp7090_c0_seq1,Q9QYI7
comp7091_c0_seq1,Q9P0X4
comp7096_c0_seq1,Q25452
comp7097_c0_seq1,Q6PFX9
comp7099_c0_seq1,Q6RHR6
comp7101_c0_seq1,Q5ZIV7
comp7104_c0_seq1,Q4UMH6
comp7107_c0_seq1,Q09172
comp7108_c0_seq1,Q2NB82
comp7109_c0_seq1,P0A9L5
comp7110_c0_seq1,Q00808
comp7111_c0_seq1,O81332
comp7113_c0_seq1,P0A0E4
comp7119_c0_seq1,A7S3I2
comp7124_c0_seq1,B9FAF3
comp7125_c0_seq1,Q9Y243
comp7126_c0_seq1,Q55GE6
comp7130_c0_seq1,Q8VHI3
comp7131_c0_seq1,Q9SUK9
comp7155_c0_seq1,Q6IQE9
comp7157_c0_seq1,P27643
comp7163_c0_seq1,A0A5K1K8H0
comp7164_c0_seq2,Q16222
comp7167_c0_seq1,Q94G00
comp7168_c0_seq1,Q8H4S6
comp7170_c0_seq1,Q641Z6
comp7172_c0_seq1,Q9D6X5
comp7181_c0_seq1,P45982
comp7190_c0_seq1,Q9P0L9
comp7191_c0_seq1,P54567
comp7192_c0_seq1,Q8RY25
comp7197_c0_seq1,F4ILR7
comp7200_c0_seq1,Q9VM35
comp7202_c0_seq1,P96554
comp7203_c0_seq1,Q9Y3T9
comp7205_c0_seq1,Q6NSR3
comp7206_c0_seq1,Q43207
comp7207_c0_seq1,O75179
comp7210_c0_seq1,Q9ZDY0
comp7215_c0_seq1,Q99MN1
comp7218_c0_seq1,Q9SFB8
comp7219_c0_seq1,Q5EA50
comp7222_c0_seq1,Q8ICR0
comp7224_c0_seq1,Q6WG30
comp7229_c0_seq1,Q3V050
comp7231_c0_seq1,Q55D17
comp7235_c0_seq1,F6H9N6
comp7236_c0_seq1,P10090
comp7239_c0_seq1,Q54RS7
comp7240_c0_seq1,Q922J3
comp7245_c0_seq1,Q24270
comp7250_c0_seq1,Q5ZL55
comp7251_c0_seq1,Q2JH49
comp7255_c0_seq1,Q86YJ5
comp7260_c0_seq1,Q5UNS8
comp7265_c0_seq1,Q6JAN1
comp7268_c0_seq1,P74476
comp7269_c0_seq1,Q9NR20
comp7272_c0_seq1,Q922E4
comp7273_c0_seq1,A0BLX0
comp7276_c0_seq2,Q5FVJ8
comp7281_c0_seq1,Q82QN1
comp7283_c0_seq1,Q9XZC0
comp7285_c0_seq1,Q9I526
comp7286_c0_seq1,Q6P3R8
comp7288_c0_seq1,Q20296
comp7289_c0_seq1,Q3TDN0
comp7292_c0_seq1,Q5T089
comp7301_c0_seq1,Q9SCY5
comp7302_c0_seq1,Q13868
comp7308_c0_seq2,Q5GLZ8
comp7310_c0_seq1,P41363
comp7313_c0_seq1,Q5R5L9
comp7315_c0_seq1,Q28IE5
comp7316_c0_seq1,O82413
comp7317_c0_seq1,Q7ZVX6
comp7321_c0_seq1,O88705
comp7324_c0_seq1,D0E0C2
comp7328_c0_seq2,O96099
comp7329_c0_seq1,Q9QXX8
comp7330_c0_seq1,P49096
comp7335_c0_seq1,Q6QIY3
comp7342_c0_seq1,Q8BLR9
comp7343_c0_seq1,Q9SBJ1
comp7345_c0_seq1,Q9M1K2
comp7347_c0_seq1,Q6GL87
comp7351_c0_seq1,Q9VR91
comp7354_c0_seq1,Q11U19
comp7355_c0_seq1,Q3UES3
comp7358_c0_seq1,B0JHB1
comp7359_c0_seq1,Q9VFJ0
comp7364_c0_seq1,P96074
comp7366_c0_seq1,Q7RTR2
comp7367_c0_seq1,Q7RQ71
comp7370_c0_seq1,P33363
comp7379_c0_seq1,P59722
comp7383_c0_seq1,Q32L00
comp7385_c0_seq1,Q8R4D1
comp7388_c0_seq1,E1BB03
comp7390_c0_seq1,O65493
comp7391_c0_seq1,O70593
comp7397_c0_seq1,B4RX40
comp7399_c0_seq1,Q9NQT4
comp7414_c0_seq1,Q9M8K7
comp7419_c0_seq1,Q8PYZ7
comp7421_c0_seq1,P14080
comp7425_c0_seq1,Q8NBP5
comp7428_c0_seq1,A0A0D3QS99
comp7436_c0_seq1,Q9HFE7
comp7437_c0_seq1,F4J1Q9
comp7438_c0_seq1,P15043
comp7443_c0_seq1,Q15392
comp7445_c0_seq1,O22755
comp7451_c0_seq1,Q9AYU1
comp7454_c0_seq1,Q5B630
comp7457_c0_seq1,Q9HU55
comp7458_c0_seq1,O47881
comp7464_c0_seq1,Q9H773
comp7475_c0_seq1,Q8BVI5
comp7476_c0_seq1,Q8N9H8
comp7484_c0_seq1,Q54PW5
comp7485_c0_seq1,Q0QLE4
comp7488_c0_seq1,Q9UFF9
comp7489_c0_seq1,P24656
comp7494_c0_seq1,Q39610
comp7495_c0_seq1,Q61990
comp7501_c0_seq1,A9V2C1
comp7504_c0_seq1,Q91WU4
comp7508_c0_seq1,Q7T0Q0
comp7512_c0_seq1,Q3TA59
comp7524_c0_seq1,Q9XI84
comp7525_c0_seq1,O35459
comp7526_c0_seq1,A1CNV1
comp7529_c0_seq1,Q9R053
comp7539_c0_seq1,B5YHS4
comp7554_c0_seq1,B9F655
comp7558_c0_seq1,B2TZL3
comp7561_c0_seq1,P0C7N9
comp7571_c0_seq1,B0Y567
comp7575_c0_seq1,Q94726
comp7585_c0_seq1,Q86TL2
comp7587_c0_seq1,Q8L6Z8
comp7590_c0_seq1,Q640P7
comp7591_c0_seq1,Q6UY01
comp7594_c0_seq1,Q9M8L9
comp7595_c0_seq1,Q66GI4
comp7606_c0_seq1,Q8H0T4
comp7614_c0_seq1,Q02337
comp7617_c0_seq1,Q54H55
comp7618_c0_seq1,O74467
comp7630_c0_seq1,Q54W83
comp7634_c0_seq1,Q09734
comp7636_c0_seq1,Q5R5X3
comp7637_c0_seq1,Q2KHS5
comp7649_c0_seq1,Q9FMX6
comp7651_c0_seq1,Q5ZKD9
comp7659_c0_seq1,Q02357
comp7661_c0_seq1,Q9LVE4
comp7663_c0_seq1,A2QGA1
comp7666_c0_seq1,Q39593
comp7668_c0_seq1,P34436
comp7670_c0_seq1,P30176
comp7671_c0_seq1,Q5XG92
comp7672_c0_seq1,P40989
comp7674_c0_seq1,Q9USI5
comp7675_c0_seq1,A7SKJ3
comp7680_c0_seq1,Q5R686
comp7682_c0_seq1,F4IPI4
comp7685_c0_seq1,P02980
comp7699_c0_seq1,Q8LFS6
comp7701_c0_seq1,O60178
comp7703_c0_seq1,P0C1S9
comp7705_c0_seq1,P18910
comp7708_c0_seq1,Q9FL25
comp7710_c0_seq1,Q5RGB8
comp7712_c0_seq1,Q9HCE9
comp7713_c0_seq1,Q7XSQ5
comp7717_c0_seq1,Q9SEL6
comp7718_c0_seq1,A7MBI7
comp7721_c0_seq1,O95180
comp7722_c0_seq1,Q9M2E2
comp7728_c0_seq1,Q8R322
comp7729_c0_seq1,Q8H5F8
comp7733_c0_seq1,Q42656
comp7735_c0_seq1,Q9SK39
comp7737_c0_seq1,P62264
comp7739_c0_seq1,Q9QUH0
comp7747_c0_seq1,Q9FLQ7
comp7749_c0_seq1,Q8IEW1
comp7758_c0_seq1,A9NKD9
comp7760_c0_seq1,Q06953
comp7762_c0_seq1,P28148
comp7768_c0_seq1,B6JEX9
comp7770_c0_seq1,P40358
comp7771_c0_seq1,Q5RF88
comp7773_c0_seq1,Q56JY9
comp7775_c0_seq1,Q3ED68
comp7791_c0_seq1,Q9DBT5
comp7800_c0_seq1,Q0IMG9
comp7804_c0_seq1,Q8WW22
comp7805_c0_seq1,Q42406
comp7829_c0_seq2,Q4E123
comp7839_c0_seq2,Q82WZ5
comp7842_c0_seq1,A9WGE3
comp7861_c0_seq1,O15442
comp7878_c0_seq1,Q9UJX6
comp7880_c0_seq1,Q45826
comp7881_c0_seq1,A6WW16
comp7882_c0_seq1,Q8K3Z0
comp7883_c0_seq1,D2CSU4
comp7884_c0_seq1,Q5TEA6
comp7886_c0_seq1,P42696
comp7893_c0_seq1,Q8L844
comp7898_c0_seq1,Q4KM32
comp7901_c0_seq1,P16157
comp7903_c0_seq1,Q8CIE4
comp7910_c0_seq2,Q9STH1
comp7939_c0_seq2,Q822R1
comp7944_c0_seq1,A7EAY2
comp7958_c0_seq1,Q5LRY0
comp7962_c0_seq1,Q7TSC3
